Type,Name,Address,Grade,District,AGA Division,PS/MC/UC,City,Tags,place_id
Travel Agents,ASIA LEISURE TRAVELS {PVT}LTD,"HOTEL TAJ SAMUDRA,25,GALLFACE CENTER ROAD,COLOMBO 3",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,127
Travel Agents,ASIA TOURS AND EVENTS PRIVATE LIMITED,"NO 134/B/1, BANDARAGAMA ROAD, JAMBURALIYA, MADAPATHA.",Unrated,Colombo,Kesbewa,Kesbewa Divisional Secretariat,Madapatha.,tour-operator travel-agents,128
Travel Agents,ASIAN ADVENTURES,"NO. 74 A.1/1, PARK STREET, COLOMBO 02",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,asian-cuisine tour-operator travel-agents,129
Travel Agents,ASIAN ESCAPES (PVT) LTD,"NO.22/16, WIJESEKARA MAWATHA, MIRIHANA, NUGEGODA.",Unrated,Colombo,Maharagama,Maharagama Divisional Secretariat,Nugegoda.,asian-cuisine tour-operator travel-agents,130
Travel Agents,ASIAN EXOTICA (PVT) LTD,"BOC MERCHANT TOWER, NO:28, ST.MICHAEL'S ROAD, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,asian-cuisine tour-operator travel-agents,131
Travel Agents,ASIAN FOOTPRINTS (PVT) LTD,"NO. 199/2, RAJAGIRIYA ROAD, RAJAGIRIYA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Rajagiriya,asian-cuisine tour-operator travel-agents,132
Tourist Shops,ASIAN GEMS & JEWELLERY,"50A,HOTEL ROAD, MT. LAVINIA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Mt. Lavinia,asian-cuisine tourist-shops,133
Travel Agents,ASIAN HORIZON TRAVELS (PVT) LTD,"LEVEL 6,MACLARENG BUILDING,BAUDDHALOKA MAWATHA,COLOMBO 4.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 4.,asian-cuisine tour-operator travel-agents,134
Travel Agents,ASIAN PEARL HOLIDAYS,"NO 17A/1/1, JA ELA ROAD,GAMPAHA.",Unrated,Gampaha,Gampaha,Gampaha Divisional Secretariat,Gampaha.,asian-cuisine tour-operator travel-agents,135
Travel Agents,ASIAN TRAVELS & TOURS,"NO. 173/1/1, KOTTEGODA BUILDING, GALLE ROAD, BERUWALA",Unrated,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,Beruwala,asian-cuisine tour-operator travel-agents,136
Travel Agents,ASIAN WINGS (PVT) LTD,"NO.64, W.A.D. RAMANAYAKE MAWATHA, COLOMBO 2",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,asian-cuisine tour-operator travel-agents,137
Travel Agents,ASMA TRAVELS,"MAIN STREET , U.C. ROAD, KINNIYA - 04",Unrated,Trincomalee,Kinniya,Kinniya Divisional Secretariat,Kinniya -,tour-operator travel-agents,138
Restaurants,ASTON RESTURANT & BAR,"69/1B,DAM STREET COLOMBO 12",A,Colombo,Colombo,Colombo Divisional Secretariat,Dam Street Colombo,nightlife restaurants,139
Travel Agents,ATRO HOLIDAYS (PRIVATE) LIMITED,"253/1A, HIGHLEVEL ROAD,COLOMBO 05.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 05.,tour-operator travel-agents,140
Travel Agents,ATYPIQUE LANKA (PVT) LTD,"15D, THANTHRI MAWATHA, ETHUL KOTTE",Unrated,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,Ethul Kotte,tour-operator travel-agents,141
Restaurants,AUSTASIA SPORTS,"NO.290U, WEERASEKERA MAWATHA, THALAWATHUGODA",A,Colombo,Colombo,Colombo Divisional Secretariat,Thalawathugoda,restaurants,142
Travel Agents,AUTHENTICITIES (PVT) LTD,"37/33, BULLERS LANE, COLOMBO 07",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,143
Travel Agents,AUTUMN LANKA TRAVELS (PVT) LTD,"NO. 01ST FLOOR, CRYSTAL BUILDING, 299/3, GALLE ROAD, PANADURA",Unrated,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,Panadura,tour-operator travel-agents,144
Spa & Wellness Centers,AVANI SPA,"NO. 20,,HOTEL ROAD,BENTOTA",Unrated,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,Bentota,spa-and-wellness-centers wellness,145
Travel Agents,AVANT LEISURE HOLIDAYS (PRIVATE) LIMITED,"NO.63,SINHAPURA,BATTARAMULLA.",Unrated,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,Battaramulla.,tour-operator travel-agents,146
Travel Agents,AVENTRA TRAVELS (PVT) LTD,"38,MOOR ROAD,DEHIWALA",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Dehiwala,tour-operator travel-agents,147
Travel Agents,AVRO TRAVELS AND TOURS (PVT) LTD,"479 1/2, GALLE ROAD,COLOMBO - 6",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo -,tour-operator travel-agents,148
Travel Agents,AYAAN LANKA HOLIDAYS TOURS & TRAVELS (PVT)LTD,"NO 471/20,CHILAW ROAD,DALUPOTHA,NEGOMBO",Unrated,Gampaha,Moratuwa,Negombo Divisional Secretariat,Negombo,tour-operator travel-agents,149
Restaurants,AYESHA RESTAURANT AND PUB,"GALLE ROAD,KALUWAMODARA,ALUTHGAMA",A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,Aluthgama,nightlife restaurant restaurants,150
Travel Agents,AYSHA TRAVELS & TOURS (PVT) LTD,"NO.36, 02ND FLOOR, DAMBULLA ROAD, KURUNEGALA",Unrated,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,Kurunegala,tour-operator travel-agents,151
Spa & Wellness Centers,AYU SPA,"EARL'S REEF HOTEL,NO.91/22,MARADANA ROAD,MORAGALLA,BERUWALA",Unrated,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,Beruwala,spa-and-wellness-centers wellness,152
Spa & Wellness Centers,AYU SPA,"NO.40/1,DEWANA RAJASINGHE MAWATHA,PERADENIYA,KANDY.",Unrated,Kandy,Gagawata Koralya,Gagawata,Kandy.,spa-and-wellness-centers wellness,153
Travel Agents,AYUBO LEISURE (PVT) LTD,"NO:182, GALLE ROAD, COLOMBO 04",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,154
Travel Agents,AYUBOWAN TOURS & TRAVELS (PVT) LTD,"NO.15, COLOMBO ROAD, RANOMOTO SHOPPING COMPLEX, NEGAMBO",Unrated,Gampaha,Negombo,Negombo Divisional Secretariat,Negambo,tour-operator travel-agents,155
Travel Agents,AYUBOWAN TRAVELS INTERNATIONAL (PVT) LTD,"NO.49,GEMUNU MAWATHA,HUNUPITIYA,WATTALA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Wattala,tour-operator travel-agents,156
Travel Agents,AYURVA TRAVELLER (PVT) LTD,"NO.275,2ND FLOOR,NAWALA ROAD,NAWALA.",Unrated,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,Nawala.,tour-operator travel-agents,157
Travel Agents,AZAAR TRAVELS,"NO:163/2,S.W.R.D.BANDARANAYAKE MAWATHA,KANDY",Unrated,Kandy,Kandy,GANGAWATA KORALAYA,Kandy,tour-operator travel-agents,158
Spa & Wellness Centers,AZMAARA SPA - CINNAMON LODGE,"P.O BOX, 02, HABARANA",Unrated,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,Habarana,spa-and-wellness-centers stay wellness,159
Spa & Wellness Centers,AZMAARA SPA - CINNAMON WILD - YALA,"P.O.BOX 01, YALA, KIRINDA, TISSAMAHARAMA",Unrated,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,Tissamaharama,spa-and-wellness-centers wellness,160
Spa & Wellness Centers,AZMAARA SPA-CHAAYA BLU,"CHAAYA BLU,TRINCOMALEE,SAMPATIVE ROAD,UPPUVELI,TRINCOMALEE.",Unrated,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,Trincomalee.,spa-and-wellness-centers wellness,161
Spa & Wellness Centers,AZMAARA SPA-CHAAYA TRANZ,HIKKADUWA,Unrated,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,Hikkaduwa,spa-and-wellness-centers wellness,162
Spa & Wellness Centers,AZMAARA SPA-CINNAMON BAY,CINNAMON BEY BERUWELA,Unrated,Kalutara,Aluthgama,Aluthgama,Cinnamon Bey Beruwela,beach spa-and-wellness-centers wellness,163
Spa & Wellness Centers,AZMARA SPA - BENTOTA BEACH HOTEL,"BENTOTA BEACH HOTEL, BENTOTA",Unrated,Kalutara,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,Bentota,beach spa-and-wellness-centers stay wellness,164
Spa & Wellness Centers,AZMARA SPA - CINNAMON LAKESIDE,"NO.115, 01 FLOOR, SIR CHITHAMPALAM A. GARDNIER MAWATHA, COLOMBO 02",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,spa-and-wellness-centers wellness,165
Restaurants,B.H. RESTAURANT,"N0. 464, DEANS ROAD, COLOMBO 10",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurant restaurants,166
Travel Agents,B.O.C. TRAVELS (PVT) LTD,"1ST FLORR, BANK OF CEYLON SUPER GRADE BRANCH BUILDING, BASELINE ROAD, COLOMBO 08",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,167
Spa & Wellness Centers,BAAN THAI,"NO.490,HAVELOCK ROAD,COLOMBO-05",Unrated,Colombo,Batticaloa,Thimbirigasyaya Divisional Secretariat,Colombo-,asian-cuisine spa-and-wellness-centers wellness,168
Travel Agents,BAITHUL ATHEEQ HAJ TAVELS & TOURS,"97, GRAND MOSQUE ROAD, AKKARAIPATTU 05",Unrated,Ampara,AKKARAIPATTU,Akkaraipattu Divisional Secretariat,Akkaraipattu,tour-operator travel-agents,169
Restaurants,BAKELAND RESTAURANT,"335, DANDAGAMUWA , KULIYAPITIYA",A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,Kuliyapitiya,restaurant restaurants,170
Restaurants,BAKEPS RESTAURANT,"NO.69 , NARAHENPITA ROAD NAWALA",A,Colombo,Colombo,Colombo Divisional Secretariat,Narahenpita Road Nawala,restaurant restaurants,171
Restaurants,BAMBOO GARDEN RESTAURANT,"NO.29A , ANAGARIKA DHARMAPALA MAWATHA , KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,garden restaurant restaurants,172
Tourist Shops,BANDULA FERNANDO BATIKS,"289/5, NOEL MENDIS MAWATHA, PANADURA",Unrated,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,Panadura,tourist-shops,173
Travel Agents,BARAKATH TRAVELS & TOURS (PVT) LTD,"66-1/ 15, MALWATTA ROAD, COLOMBO 11",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,174
Restaurants,BAREFOOT GARDEN CAFE,"NO.706. GALLE ROAD , COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,cafe garden restaurants,175
Travel Agents,BAREFOOT TRAVELLER PRIVATE LIMITED,"07,HOTEL ROAD,MOUNT LAVINIA",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Mount Lavinia,tour-operator travel-agents,176
Restaurants,BARRACUDA SEA FOOD & GRILL,"41/2AWASALA ROAD,DEHIWALA",B,Colombo,Colombo,Dehiwala Divisional Secretariat,Dehiwala,beach grill restaurant restaurants,177
Restaurants,BARS CAFE,"NO. 24, DEAL PLACE, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,cafe restaurants,178
Restaurants,BASE ENTERTAINMENT,"NO. 340 , GALLE ROAD COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Galle Road Colombo,restaurants,179
Restaurants,BASE VIP LOUNGE,"NO. 24, 17TH LANE , COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,180
Tourist Shops,BATIK COLLECTION,"NO.173 A1/1 (NEW # 171/1/1 RAJAPIHILLA MW,KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,shopping tourist-shops,181
Tourist Shops,BATIK FAIR BY KOTTEGODA,"SIGIRIYA ROAD,INAMALUWA,DAMBULLA.",Unrated,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,Dambulla.,shopping tourist-shops,182
Tourist Shops,BATIK FAIR BY KOTTEGODA,"THATAGAMUWA,PALAPATHWELA,MATALE",Unrated,Matale,Matale,Matale Divisional Secretariat,Matale,shopping tourist-shops,183
Tourist Shops,BATIK LAND,"63,KANDY ROAD,GANETENNA,HINGULA,MAWANELLA",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Mawanella,shopping tourist-shops,184
Restaurants,BAVARIAN BARN RESTAURANT,"NO. 11, GALLE FACE COURT 02 COLOMBO",A,Colombo,Colombo,Colombo Divisional Secretariat,Galle Face Court 02 Colombo,restaurant restaurants,185
Restaurants,BAYLEAF RESTAURANT,"NO.79, GEGARYS ROAD, COLOMBO 07",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,restaurant restaurants,186
Tourist Shops,BAZAAR AND COMPANY,"INSIDE RIV SRI LANKA RESORT, GALLE ROAD, AHUNGALLA",Unrated,Galle,balapitiya,Balapitiya Divisional Secretariat,Ahungalla,tourist-shops,187
Restaurants,BEACH WADIYA,"NO. 02, STATION AVENUE, COLOMBO 06",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,beach restaurants,188
Restaurants,BEEHIVE BY RNR,"MS 04,RACE COURSE,REID AVENUE,COLOMBO 07.",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 07.,restaurants,189
Travel Agents,BELLAGIO LEISURE (PVT)LTD,"727, KANDY ROAD, KELANIYA",Unrated,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,Kelaniya,tour-operator travel-agents,190
Restaurants,BELLWAY RESTAURANT,"NO. 695 , KANDY ROAD, KELANIYA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat,Kelaniya,restaurant restaurants,191
Travel Agents,BENCHMARK HOLIDAYS,"NO. 290, D. K. WIJEWARDANA MW, COLOMBO 10",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,192
Restaurants,BERLIN SKY LOUNGE,"NO. 101/11, HUNUPITIYA LAKE ROAD, COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,193
Travel Agents,BERNARD TOURS (PVT) LTD.,"NO: 86-2/1,CHATHAM STREET,COLOMBO 01",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,194
Travel Agents,BEST HOLIDAYS (PVT)LTD,141/7C (SECOND FLOOR) VAUXSHALL STREET COLOMBO 02,Unrated,Colombo,Colombo,Colombo Divisional Secretariat,141/7C (Second Floor) Vauxshall Street Colombo,tour-operator travel-agents,195
Travel Agents,BEST OF LANKA (PVT) LTD,"NO 295/1/2, 2ND FLOOR STANLY THILAKARATHNA MAWATHA,JUBILIE POST, NUGEGODA",Unrated,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,Nugegoda,tour-operator travel-agents,196
Travel Agents,BEYOND BOUNDARIES & YOUR HOLIDAY SPECIALIST,"NO.30,REALITY PLAZA,NAIWALA,WEYANGODA.",Unrated,Gampaha,Minuwangoda Pradeshiya Sabha,Attanagalla Divisional Secretariat,Weyangoda.,tour-operator travel-agents,197
Travel Agents,BEYOND ESCAPES (PVT) LTD,"164/C/2,NEW KANDY ROAD,KOTHALAWALA,KADUWELA.",Unrated,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,Kaduwela.,tour-operator travel-agents,198
Travel Agents,BEYOND HOLIDAYS(PVT) LTD,"LO 6/ELB/EAST LOWER BLOCK/WORLD TRADE CENTRE,COLOMBO 01",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,199
Travel Agents,BG AIR SERVICES (PVT) LTD,"NO.02, ELIBANK ROAD, COLOMBO 05",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,200
Restaurants,BIJOU RESTAURANT,"NO.44, ETTUKALA, NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat,Negombo,restaurant restaurants,201
Travel Agents,BIN BAZ HOLIDAYS (PVT)LTD,"LEVEL 26 & 34 ,EAST TOWER, WORLD TRADE CENTER ,COLOMBO 1",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,202
Restaurants,BIRDS GARDEN RESTAURANT,"NO. 50, KAUDUPELELLA, MATALE",A,Matale,Matale,Matale Divisional Secretariat,Matale,garden restaurant restaurants,203
Travel Agents,BIZNEZ BAZZAR (PVT)LTD,"NO 34, MISSION ROAD, KOTTE",Unrated,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,Kotte,tour-operator travel-agents,204
Travel Agents,BLESSED TRAVEL & TOUR AGENCY,"BABARANDAGEWATHTHA,BATHEEGAMA,DICKWELLA.",Unrated,Matara,Dickwella,Dickwella Divisional Secretariat,Dickwella.,tour-operator travel-agents,205
Travel Agents,BLISS TRAVELS (PVT)LTD.,"NO.100/5,ROSMEAD PLACE,COLOMBO 07.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 07.,tour-operator travel-agents,206
Travel Agents,BLUE DOT TOURS (PVT) LTD,"65A, HOTEL ROAD, MOUNT LAVINIA",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Mount Lavinia,tour-operator travel-agents,207
Restaurants,BLUE GINGER RESTAURANT,"356,CHILAW ROAD,PERIYAMULLA,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat,Negombo,restaurant restaurants,208
Travel Agents,BLUE LANKA TOURS (PVT) LTD,"NO:10 1/1, MISSION ROAD , KOTTE",Unrated,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,Kotte,tour-operator travel-agents,209
Travel Agents,BLUE LOTUS,"WELIWALA WATTA,KOTUKOLINA,DODANDUWA",Unrated,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,Dodanduwa,tour-operator travel-agents,210
Travel Agents,BLUE LOTUS TOURS,"NO: 15B, PERAHERA MAWATHA, COLOMBO 02",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,211
Travel Agents,BLUE OCEAN TRVELS (PVT) LTD,"379 1/3, GALLE ROAD, COLOMBO 06",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,212
Restaurants,BLUE SAPPHIRE RESTAURANT,"NO:156/158, HAPUTHALE ROAD, WELLAWAYA",B,Moneragala,Wellawaya,Wellawaya Divisional Secretariat,Wellawaya,restaurant restaurants,213
Restaurants,BLUE SKY RESTAURANT,"NO 85/2/1 OLCOTT MAWATHA, COLOMBO 11",B,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurant restaurants,214
Restaurants,BLUE SKY RESTAURANT,"NO.168,NEW KANDY ROAD,KOTHALAWALA,KADUWELA.",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,Kaduwela.,restaurant restaurants,215
Restaurants,BLUE SKY RESTAURANT,"NO:109,DEHIWALA RD,MAHARAGAMA",A,Colombo,Mahara Pradeshiya Sabha,Maharagama Divisional Secretariat,Maharagama,restaurant restaurants,216
Water Sports Centers,BLUE WATER SPORTS,"NO.312, DYKE STREET, TRINCOMALEE.",Unrated,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,Trincomalee.,water-sports-centers watersport,217
Travel Agents,BLUESKY HOLIDAY TRAVEL{PVT}LTD,"NO.102/5,KITHULWATTA ROAD,BORELLA,COLOMBO 08",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,tour-operator travel-agents,218
Travel Agents,BO-MIE TOURS,"#2-5,UDESHI CITY COMPLEX,94,MAKOLA ROAD,KIRIBATHGODA",Unrated,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,Kiribathgoda,tour-operator travel-agents,219
Travel Agents,BOAZ TOURS (PVT)LTD,"NO.316, GALLE ROAD, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,220
Travel Agents,BOOKINGMART HOLIDAYS (PVT) LTD,"NO.81,HINNIYAPPUHAMY MAWATHA,COLOMBO 13.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 13.,tour-operator travel-agents,221
Water Sports Centers,BORDERLANDS LANKA,NO. 22 BATAKITTA KITULGALA,Unrated,Kegalle,Yatiyantota Pradeshiya Sabha,Yatiyanthota Divisional Secretariat,No. 22 Batakitta Kitulgala,water-sports-centers watersport,222
Travel Agents,BOSPHORUS TRAVELS PVT LTD,"NO 02,DUDLY SENANAYAKA MAWATHA,COLOMBO 08",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,223
Travel Agents,BRITEWAY TRAVELS AND TOURS,"773/A,BASELINE ROAD,ORUGODAWATTA,COLOMBO 09",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,224
Restaurants,BROADWAY RESTAURANT,"NO. 03 1/1, STATION ROAD, DEHIWALA.",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Dehiwala.,restaurant restaurants,225
Travel Agents,BROWNS TOURS (PVT) LTD,"2ND FLOOR,NO.19 FIC TOWER,DUDLEY SENANANAYAKE MW,COLOMBO 08.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 08.,tour-operator travel-agents,226
Restaurants,BUDDES BEACH RESTAURANT,"NO.428, GALLE ROAD WEWALA HIKKADUWA",B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,Galle Road Wewala Hikkaduwa,beach restaurant restaurants,227
Travel Agents,BURAQUE TRAVELS (PVT) LTD,"NO.62. DEMATAGODA ROAD, COLOMBO-09",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo-,tour-operator travel-agents,228
Travel Agents,BUSINESS & LEISURE (PVT) LTD,"NO.379/1, GALLE ROAD, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,229
Travel Agents,BUTTERFLIES (PVT) LTD,"NO. 104 A, TEMPLERS ROAD, MOUNT LAVINIA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Mount Lavinia,tour-operator travel-agents,230
Travel Agents,C & O HOLIDAYS,"741/B,SIRIMAVO BANDARANAYAKE MAWATHA,COLOMBO 14",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,231
Restaurants,C LOUNGE,"16/2,SCHOFIELD PLACE,COLOMBO",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,232
Travel Agents,C T S LANKA TOURS & COMMERCE (PVT) LTD,"NO.58/19,SCHOOL LANE,NAVALA,RAJAGIRIYA",Unrated,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,Rajagiriya,tour-operator travel-agents,233
Restaurants,CAFE CEYLON RESTAURANT,"MATARA ROAD,KABALANA,AHANGAMA",A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,Ahangama,cafe restaurant restaurants,234
Restaurants,CAFE DE ARTIST,"NO. 31, HORTON PLACE, COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,cafe restaurants,235
Restaurants,CAFE FRANCAIS BY POURCEL,"NO.48, GROUND FLOOR, PARK STREET, COLOMBO 02.",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 02.,cafe restaurants,236
Restaurants,CAFE JAPAN RESTAURANT,"NO. 07, 10TH LANE, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,cafe restaurant restaurants,237
Travel Agents,CAMLO LANKA TOURS(PVT)LTD,"NO. 52, LEVEL 02, GALLE ROAD, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,238
Restaurants,CANTEN CHINESE RESTAURANT,"NO.21SOMADAVI PL, KIRULAPONE AV COLOMBO 05",B,Colombo,Colombo,Colombo Divisional Secretariat,Kirulapone Av Colombo,asian-cuisine restaurant restaurants,239
Travel Agents,CAREEM LANKA TRAVELS & TOURS (PVT) LTD,"NO.95,CHATHAM STREET, COLOMBO 01",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,240
Travel Agents,CARLTON TOURS (PVT) LTD,"146/34, HAVELOCK ROAD, COLOMBO 05",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,tour-operator travel-agents,241
Restaurants,CASAMARA CHINESE RESTAURANT,"NO.87, HIGHLEVAL RD, KOTTAWA PANNIPITIYA",A,Colombo,Maharagama,Maharagama Divisional Secretariat,Kottawa Pannipitiya,asian-cuisine restaurant restaurants,242
Travel Agents,CASONS TRAVELS (PVT) LTD,"NO.55B,ANANDA COOMARASWAMY MAWATHA,COLOMBO 03.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 03.,tour-operator travel-agents,243
Travel Agents,CATAPULTT LANKA (PVT) LTD,"NO. 36/6 A, 2/1, PERAKUM MAWATHA, NAWALA ROAD, NUGEGODA",Unrated,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,Nugegoda,tour-operator travel-agents,244
Travel Agents,CDC TRAVELS (PVT) LTD,"69 A,SRI SARANANKARA ROAD,KALUBOWILA,DEHIWALA.",Unrated,Colombo,Dehiwala-Mount Lavinia,Kalutara Divisional Secretariat,Dehiwala.,tour-operator travel-agents,245
Travel Agents,CEILAO TOURS (PVT) LTD,"NO.18/A,INDRA MAWATHA,KALUBOWILA,DEHIWALA.",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Dehiwala.,tour-operator travel-agents,246
Travel Agents,CENTAURIA TRAVELS,"SANASA OREX CITY (SHOPPING MALL), BLOCK NO 114, EKALA, JAELA",Unrated,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,Jaela,tour-operator travel-agents,247
Travel Agents,CENTRAL RESERVATION SYSTEMS (PVT)LTD,"NO.105A, DUTUGEMUNU STREET, KALUBOWILA, DEHIWALA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Dehiwala,tour-operator travel-agents,248
Restaurants,CEY-NOR ORIENAT SEA FOOD RESTAURANT,"NO. 335/A, D.R. WIJEWARDENA MAWATHA, COLOMBO 10",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,beach restaurant restaurants,249
Tourist Shops,CEYGEMS INTERNATIIONAL -KANDY,"NO.673, PERADENIYA ROAD, KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,tourist-shops,250
Travel Agents,CEYLAN HOLIDAYS,"#126,1ST FLOOR,THIHARIYA,KALAGEDIHENA,",Unrated,Gampaha,Gampaha,Gampaha Divisional Secretariat,Kalagedihena,tour-operator travel-agents,251
